id_cliente,perfil_estimado,edad,genero,ingreso_mensual_bs,ingreso_mensual_usd_ref,presupuesto_max_usd,presupuesto_max_bs,fuente_contacto,dispositivo_principal,tipo_propiedad_buscada,zona_preferida_1,anillo_preferido,estrato_zona_preferida,zonas_visitadas_conteo,habitaciones_minimo,superficie_minima_m2,superficie_maxima_m2,precio_minimo_usd,precio_maximo_usd,precio_minimo_bs,precio_maximo_bs,necesita_garage,necesita_jardin,prefiere_amueblado,acepta_planos,propiedades_vistas,contactos_realizados,favoritos_guardados,dias_activo_plataforma,sesiones_totales,frecuencia_busqueda,vio_video_propiedad,solicito_visita,cerro_trato,score_engagement,tiempo_decision_dias,calificacion_atencion,fecha_registro
CLI-02281,Inversor,47,F,70134.0,10076.72,73000.0,508100.0,Instagram,Móvil,Departamento,Av. Banzer (norte),4,Medio-Alto,2,1,203,279,40000.0,73000.0,278400.0,508100.0,1,0,0,0,69,3,19,97,99,Ocasional,1,0,0,100.0,,1.0,2022-10-23
CLI-02282,Inversor,45,F,68929.0,9903.59,126000.0,877000.0,Facebook,Móvil,Departamento,Av. Banzer (norte),4,Medio-Alto,1,4,192,299,69000.0,126000.0,480200.0,877000.0,1,0,1,0,53,3,0,150,16,Semanal,1,0,0,40.3,,1.0,2023-12-11
CLI-02283,Empresa,54,F,68445.0,9834.05,397000.0,2763100.0,Instagram,Móvil,Oficina,El Trompillo,2,Medio-Alto,3,2,247,367,218000.0,397000.0,1517300.0,2763100.0,1,0,1,1,40,5,18,142,173,Semanal,0,1,0,100.0,,1.0,2022-12-18
CLI-02284,Joven_prof,27,M,8135.0,1168.82,42000.0,292300.0,Instagram,Móvil,Penthouse,El Trompillo,2,Medio-Alto,2,2,246,555,23000.0,42000.0,160100.0,292300.0,1,1,1,0,21,2,3,149,135,Ocasional,1,0,0,63.0,,4.0,2023-09-05
CLI-02285,Familia,43,M,13329.0,1915.09,96000.0,668200.0,Llamada telefónica,Desktop,Duplex,Casco Viejo,1,Medio,1,3,197,552,53000.0,96000.0,368900.0,668200.0,0,1,1,0,21,8,19,195,92,Ocasional,1,1,0,100.0,,4.0,2024-05-27
CLI-02286,Familia,45,M,5108.0,733.91,68000.0,473300.0,Instagram,Móvil,Duplex,Los Pozos,3,Medio,1,1,144,474,37000.0,68000.0,257500.0,473300.0,1,0,1,1,9,5,13,313,37,Diaria,0,1,0,56.6,,1.0,2023-09-19
CLI-02287,Familia,36,F,11812.0,1697.13,40000.0,278400.0,Instagram,Móvil,Duplex,Los Pozos,3,Medio,1,3,133,413,22000.0,40000.0,153100.0,278400.0,1,0,0,1,13,2,4,108,166,Semanal,0,1,0,70.3,,3.0,2023-07-03
CLI-02288,Familia,33,F,12233.0,1757.61,64000.0,445400.0,Visita directa,Móvil,Casa,Equipetrol Norte,3,Alto,1,3,69,233,35000.0,64000.0,243600.0,445400.0,1,1,0,0,80,0,9,347,191,Diaria,1,0,0,100.0,,,2022-04-06
CLI-02289,Joven_prof,29,M,6569.0,943.82,14000.0,97400.0,Llamada telefónica,Desktop,Departamento,El Trompillo,2,Medio-Alto,1,2,83,320,8000.0,14000.0,55700.0,97400.0,0,1,0,1,44,12,11,255,174,Semanal,1,1,0,100.0,,2.0,2024-05-09
CLI-02290,Jubilado,64,M,3882.0,557.76,64000.0,445400.0,WhatsApp,Móvil,Departamento,Los Pozos,3,Medio,3,4,72,283,35000.0,64000.0,243600.0,445400.0,1,1,1,0,30,10,1,269,11,Mensual,1,1,1,50.3,184.0,2.0,2024-04-07
CLI-02291,Familia,45,M,10330.0,1484.2,66000.0,459400.0,Instagram,Tablet,Duplex,Equipetrol Norte,3,Alto,1,4,271,599,36000.0,66000.0,250600.0,459400.0,1,0,0,0,72,12,7,254,190,Semanal,1,1,0,100.0,,2.0,2024-04-24
CLI-02292,Empresa,54,M,116914.0,16797.99,704000.0,4899800.0,Facebook,Desktop,Terreno,Barrio Sirari,3,Medio-Alto,3,3,287,602,387000.0,704000.0,2693500.0,4899800.0,1,1,1,0,4,14,3,357,86,Diaria,1,1,0,75.8,,3.0,2022-12-04
CLI-02293,Joven_prof,23,M,9537.0,1370.26,12000.0,83500.0,WhatsApp,Móvil,Departamento,Las Palmas,2,Alto-Medio,4,4,238,385,7000.0,12000.0,48700.0,83500.0,0,1,1,1,40,9,0,60,192,Ocasional,1,1,0,100.0,,2.0,2022-07-15
CLI-02294,Empresa,50,M,83765.0,12035.2,218000.0,1517300.0,Llamada telefónica,Móvil,Oficina,Casco Viejo,1,Medio,4,2,240,509,120000.0,218000.0,835200.0,1517300.0,1,1,0,1,13,11,13,300,83,Varias veces/semana,0,1,0,90.4,,2.0,2023-09-16
CLI-02295,Joven_prof,29,M,6128.0,880.46,40000.0,278400.0,Visita directa,Móvil,Penthouse,Urbarí,2,Alto,3,4,63,298,22000.0,40000.0,153100.0,278400.0,1,0,1,0,67,6,4,340,86,Varias veces/semana,1,1,0,85.3,,1.0,2023-08-26
CLI-02296,Joven_prof,33,F,7263.0,1043.53,32000.0,222700.0,Referido,Móvil,Penthouse,Villa 1ro de Mayo,4,Bajo,1,1,260,469,18000.0,32000.0,125300.0,222700.0,1,1,1,0,66,7,0,266,134,Diaria,0,1,0,94.2,,5.0,2023-03-30
CLI-02297,Familia,46,F,15588.0,2239.66,87000.0,605500.0,Facebook,Desktop,Duplex,Cotoca (periurbano),6,Bajo,3,4,241,590,48000.0,87000.0,334100.0,605500.0,0,1,1,0,70,9,14,235,175,Semanal,1,1,0,100.0,,4.0,2023-08-24
CLI-02298,Joven_prof,25,M,8837.0,1269.68,52000.0,361900.0,Facebook,Móvil,Penthouse,Las Palmas,2,Alto-Medio,4,2,203,564,29000.0,52000.0,201800.0,361900.0,1,1,1,1,52,2,14,136,119,Diaria,1,1,1,95.7,468.0,2.0,2022-05-29
CLI-02299,Inversor,48,M,61278.0,8804.31,137000.0,953500.0,WhatsApp,Tablet,Terreno,Cotoca (periurbano),6,Bajo,4,3,196,497,75000.0,137000.0,522000.0,953500.0,0,1,0,0,56,6,14,220,100,Mensual,0,1,0,100.0,,2.0,2024-05-05
CLI-02300,Jubilado,77,F,3048.0,437.93,29000.0,201800.0,Instagram,Móvil,Casa,Av. Paurito,5,Medio-Bajo,3,2,170,474,16000.0,29000.0,111400.0,201800.0,1,0,0,0,56,10,12,212,74,Diaria,1,1,0,100.0,,3.0,2023-11-03
CLI-02301,Familia,45,M,10156.0,1459.2,93000.0,647300.0,Llamada telefónica,Móvil,Duplex,Av. Paurito,5,Medio-Bajo,3,4,44,372,51000.0,93000.0,355000.0,647300.0,0,0,0,0,75,3,11,9,77,Ocasional,1,1,0,91.6,,3.0,2023-02-23
CLI-02302,Familia,37,F,5522.0,793.39,100000.0,696000.0,Instagram,Móvil,Duplex,Plan 3000,4,Bajo,1,3,49,426,55000.0,100000.0,382800.0,696000.0,0,0,1,1,50,14,0,76,158,Diaria,1,1,0,100.0,,3.0,2024-05-18
CLI-02303,Inversor,57,M,64279.0,9235.49,165000.0,1148400.0,Instagram,Tablet,Casa,Hamacas,2,Alto-Medio,2,2,250,536,91000.0,165000.0,633400.0,1148400.0,1,0,0,0,13,11,4,136,5,Ocasional,1,1,0,49.0,,3.0,2024-04-09
CLI-02304,Empresa,51,F,62968.0,9047.13,135000.0,939600.0,Visita directa,Móvil,Terreno,Equipetrol Norte,3,Alto,3,2,158,505,74000.0,135000.0,515000.0,939600.0,1,1,0,0,4,4,10,130,126,Semanal,0,1,0,71.8,,5.0,2022-10-30
CLI-02305,Familia,37,F,8766.0,1259.48,27000.0,187900.0,Referido,Móvil,Casa,El Trompillo,2,Medio-Alto,1,4,66,213,15000.0,27000.0,104400.0,187900.0,1,0,1,0,20,11,10,164,86,Diaria,1,1,1,88.8,642.0,5.0,2022-10-20
CLI-02306,Inversor,49,M,68227.0,9802.73,168000.0,1169300.0,Facebook,Móvil,Local Comercial,Los Pozos,3,Medio,3,1,146,315,92000.0,168000.0,640300.0,1169300.0,1,1,1,0,37,12,8,189,93,Ocasional,0,1,0,98.4,,1.0,2023-06-12
CLI-02307,Joven_prof,33,F,5104.0,733.33,9000.0,62600.0,Visita directa,Móvil,Departamento,Av. Paurito,5,Medio-Bajo,3,3,56,398,5000.0,9000.0,34800.0,62600.0,1,1,1,0,80,8,5,215,153,Semanal,0,1,0,100.0,,4.0,2022-12-23
CLI-02308,Familia,50,M,11811.0,1696.98,94000.0,654200.0,Referido,Móvil,Casa,Av. Paurito,5,Medio-Bajo,3,1,216,601,52000.0,94000.0,361900.0,654200.0,0,0,0,0,76,4,3,249,96,Varias veces/semana,1,1,0,84.8,,4.0,2023-07-19
CLI-02309,Empresa,47,M,97817.0,14054.17,211000.0,1468600.0,Referido,Desktop,Terreno,Equipetrol Norte,3,Alto,2,4,255,381,116000.0,211000.0,807400.0,1468600.0,1,0,0,0,40,7,10,365,181,Ocasional,1,1,0,100.0,,5.0,2024-03-08
CLI-02310,Familia,40,M,17936.0,2577.01,75000.0,522000.0,Llamada telefónica,Móvil,Casa,Urbarí,2,Alto,2,4,237,419,41000.0,75000.0,285400.0,522000.0,0,1,0,0,38,0,19,111,157,Semanal,0,1,0,100.0,,,2022-04-27
CLI-02311,Empresa,31,M,56541.0,8123.71,345000.0,2401200.0,Instagram,Móvil,Terreno,Equipetrol Norte,3,Alto,2,2,129,221,190000.0,345000.0,1322400.0,2401200.0,0,1,1,1,7,13,10,248,36,Diaria,1,1,0,73.3,,4.0,2022-12-15
CLI-02312,Joven_prof,29,F,4309.0,619.11,31000.0,215800.0,Referido,Desktop,Penthouse,Barrio Sirari,3,Medio-Alto,1,2,56,118,17000.0,31000.0,118300.0,215800.0,0,1,1,1,42,9,13,206,156,Varias veces/semana,0,1,0,100.0,,1.0,2022-09-05
CLI-02313,Joven_prof,34,M,8396.0,1206.32,27000.0,187900.0,Portal web,Desktop,Penthouse,El Trompillo,2,Medio-Alto,4,3,69,277,15000.0,27000.0,104400.0,187900.0,0,1,0,0,70,0,18,355,63,Varias veces/semana,0,1,0,89.9,,,2022-09-06
CLI-02314,Empresa,33,F,107351.0,15423.99,408000.0,2839700.0,WhatsApp,Desktop,Local Comercial,Av. Paurito,5,Medio-Bajo,1,3,298,620,224000.0,408000.0,1559000.0,2839700.0,0,1,0,0,39,6,0,147,117,Varias veces/semana,0,1,0,72.6,,3.0,2022-11-04
CLI-02315,Inversor,52,F,73540.0,10566.09,220000.0,1531200.0,Visita directa,Desktop,Local Comercial,Cotoca (periurbano),6,Bajo,2,4,275,556,121000.0,220000.0,842200.0,1531200.0,1,0,0,0,19,11,15,210,106,Diaria,0,1,0,100.0,,1.0,2022-06-16
CLI-02316,Inversor,60,F,18576.0,2668.97,48000.0,334100.0,Instagram,Desktop,Departamento,El Trompillo,2,Medio-Alto,2,2,285,437,26000.0,48000.0,181000.0,334100.0,0,0,1,1,63,0,5,122,127,Varias veces/semana,0,1,0,79.6,,,2022-01-21
CLI-02317,Joven_prof,30,F,8701.0,1250.14,25000.0,174000.0,WhatsApp,Móvil,Penthouse,Beni (zona norte),3,Medio-Alto,4,2,290,472,14000.0,25000.0,97400.0,174000.0,1,0,1,1,36,5,17,146,132,Diaria,1,1,0,100.0,,1.0,2022-06-07
CLI-02318,Familia,30,M,7460.0,1071.84,106000.0,737800.0,Referido,Móvil,Casa,Norte (Radial 26),4,Medio-Alto,1,3,189,375,58000.0,106000.0,403700.0,737800.0,1,0,1,1,74,9,2,63,173,Diaria,1,1,0,100.0,,1.0,2024-06-13
CLI-02319,Jubilado,78,F,5937.0,853.02,67000.0,466300.0,Instagram,Desktop,Casa,Av. Banzer (norte),4,Medio-Alto,2,4,173,427,37000.0,67000.0,257500.0,466300.0,0,0,0,1,17,3,18,8,188,Semanal,1,0,0,100.0,,2.0,2022-08-12
CLI-02320,Joven_prof,35,M,8213.0,1180.03,8000.0,55700.0,Instagram,Móvil,Departamento,Plan 3000,4,Bajo,3,1,63,205,4000.0,8000.0,27800.0,55700.0,1,1,1,1,30,15,4,166,3,Semanal,1,1,0,68.9,,4.0,2022-03-18
CLI-02321,Joven_prof,25,M,4189.0,601.87,40000.0,278400.0,Llamada telefónica,Móvil,Penthouse,Av. Paurito,5,Medio-Bajo,3,3,176,427,22000.0,40000.0,153100.0,278400.0,1,1,0,1,55,11,11,363,107,Diaria,1,1,0,100.0,,4.0,2022-10-26
CLI-02322,Familia,44,F,10324.0,1483.33,17000.0,118300.0,WhatsApp,Móvil,Casa,Equipetrol Norte,3,Alto,1,2,201,405,9000.0,17000.0,62600.0,118300.0,1,0,0,1,59,5,17,154,56,Semanal,1,1,0,95.3,,2.0,2023-05-17
CLI-02323,Joven_prof,29,M,8316.0,1194.83,28000.0,194900.0,Instagram,Desktop,Penthouse,Sur (Doble Vía La Guardia),4,Medio,1,3,289,686,15000.0,28000.0,104400.0,194900.0,1,0,1,1,50,15,19,209,118,Semanal,1,1,0,100.0,,5.0,2024-06-02
CLI-02324,Jubilado,68,M,4721.0,678.3,43000.0,299300.0,Visita directa,Móvil,Departamento,Cotoca (periurbano),6,Bajo,4,2,292,416,24000.0,43000.0,167000.0,299300.0,1,1,1,0,1,14,5,95,60,Semanal,1,1,0,70.5,,5.0,2023-04-28
CLI-02325,Familia,28,F,5344.0,767.82,82000.0,570700.0,WhatsApp,Móvil,Casa,Palermo,3,Medio,2,1,85,170,45000.0,82000.0,313200.0,570700.0,1,1,1,1,68,5,0,221,151,Diaria,0,1,0,94.3,,5.0,2023-07-05
CLI-02326,Inversor,38,M,66226.0,9515.23,72000.0,501100.0,Instagram,Desktop,Departamento,Casco Viejo,1,Medio,4,3,60,370,40000.0,72000.0,278400.0,501100.0,1,0,1,0,17,10,9,87,83,Diaria,1,1,0,81.4,,5.0,2022-05-21
CLI-02327,Familia,47,M,16584.0,2382.76,34000.0,236600.0,Instagram,Tablet,Casa,El Trompillo,2,Medio-Alto,3,2,111,311,19000.0,34000.0,132200.0,236600.0,0,0,1,0,57,0,18,301,158,Semanal,1,0,0,100.0,,,2024-04-20
CLI-02328,Familia,42,M,10497.0,1508.19,70000.0,487200.0,Portal web,Móvil,Duplex,Los Pozos,3,Medio,2,2,92,320,38000.0,70000.0,264500.0,487200.0,0,0,0,1,41,11,19,253,21,Varias veces/semana,1,1,0,97.8,,1.0,2022-12-21
CLI-02329,Inversor,40,F,35401.0,5086.35,165000.0,1148400.0,Llamada telefónica,Móvil,Casa,Palermo,3,Medio,3,2,181,533,91000.0,165000.0,633400.0,1148400.0,1,0,1,1,18,10,12,228,23,Ocasional,1,1,0,69.9,,5.0,2023-05-18
CLI-02330,Familia,50,M,14339.0,2060.2,90000.0,626400.0,Referido,Móvil,Duplex,Beni (zona norte),3,Medio-Alto,4,3,149,511,50000.0,90000.0,348000.0,626400.0,0,0,0,1,44,15,1,312,26,Ocasional,0,1,0,76.8,,5.0,2023-01-26
CLI-02331,Empresa,51,F,112617.0,16180.6,697000.0,4851100.0,Visita directa,Móvil,Local Comercial,Equipetrol Norte,3,Alto,4,4,172,272,383000.0,697000.0,2665700.0,4851100.0,1,0,1,1,14,15,16,302,44,Diaria,0,1,0,97.2,,2.0,2022-10-05
CLI-02332,Jubilado,70,M,5944.0,854.02,52000.0,361900.0,Llamada telefónica,Desktop,Casa,Sur (Doble Vía La Guardia),4,Medio,3,4,134,303,29000.0,52000.0,201800.0,361900.0,1,1,1,0,7,4,13,54,66,Varias veces/semana,1,1,0,61.3,,1.0,2023-07-12
CLI-02333,Familia,45,M,10207.0,1466.52,40000.0,278400.0,Visita directa,Desktop,Duplex,Las Palmas,2,Alto-Medio,4,4,40,355,22000.0,40000.0,153100.0,278400.0,0,1,1,0,68,13,17,37,26,Ocasional,1,1,0,100.0,,3.0,2022-07-05
CLI-02334,Joven_prof,22,M,5086.0,730.75,15000.0,104400.0,Instagram,Móvil,Departamento,Urbarí,2,Alto,1,4,90,400,8000.0,15000.0,55700.0,104400.0,0,0,0,0,17,6,15,45,200,Semanal,1,1,0,100.0,,4.0,2024-04-24
CLI-02335,Joven_prof,33,F,8223.0,1181.47,39000.0,271400.0,Llamada telefónica,Desktop,Departamento,Equipetrol Sur,3,Alto,4,3,196,456,21000.0,39000.0,146200.0,271400.0,0,0,0,1,61,4,1,208,57,Ocasional,0,1,0,61.6,,4.0,2022-10-28
CLI-02336,Inversor,56,F,33999.0,4884.91,271000.0,1886200.0,Portal web,Desktop,Departamento,Beni (zona norte),3,Medio-Alto,2,3,112,405,149000.0,271000.0,1037000.0,1886200.0,1,1,0,0,66,3,12,216,22,Varias veces/semana,0,1,0,72.6,,1.0,2024-02-28
CLI-02337,Familia,39,F,12180.0,1750.0,22000.0,153100.0,Visita directa,Móvil,Duplex,Av. Cristo Redentor,3,Medio,3,4,298,475,12000.0,22000.0,83500.0,153100.0,1,1,0,1,14,1,11,70,99,Varias veces/semana,0,0,0,61.7,,4.0,2024-01-08
CLI-02338,Joven_prof,22,F,3899.0,560.2,15000.0,104400.0,Portal web,Desktop,Penthouse,Norte (Radial 26),4,Medio-Alto,3,2,140,368,8000.0,15000.0,55700.0,104400.0,1,0,0,0,78,8,11,193,139,Diaria,1,1,0,100.0,,1.0,2022-01-23
CLI-02339,Inversor,44,M,28732.0,4128.16,270000.0,1879200.0,Referido,Móvil,Casa,El Trompillo,2,Medio-Alto,2,2,126,524,148000.0,270000.0,1030100.0,1879200.0,1,1,0,1,47,1,14,316,31,Mensual,0,0,0,63.8,,5.0,2022-05-03
CLI-02340,Familia,45,M,15120.0,2172.41,36000.0,250600.0,Portal web,Móvil,Casa,Equipetrol Sur,3,Alto,2,2,59,127,20000.0,36000.0,139200.0,250600.0,1,0,0,0,57,0,18,214,152,Ocasional,0,0,0,100.0,,,2024-02-13
CLI-02341,Inversor,56,F,31152.0,4475.86,202000.0,1405900.0,WhatsApp,Móvil,Casa,Plan 3000,4,Bajo,3,1,166,500,111000.0,202000.0,772600.0,1405900.0,1,0,1,0,51,4,6,26,191,Semanal,1,1,0,100.0,,4.0,2023-12-07
CLI-02342,Jubilado,66,F,5518.0,792.82,32000.0,222700.0,Referido,Móvil,Departamento,Los Pozos,3,Medio,4,3,217,437,18000.0,32000.0,125300.0,222700.0,1,0,0,0,60,5,18,141,7,Diaria,1,1,0,83.1,,3.0,2024-04-03
CLI-02343,Joven_prof,24,M,6916.0,993.68,50000.0,348000.0,Portal web,Móvil,Penthouse,Urbarí,2,Alto,2,1,202,528,28000.0,50000.0,194900.0,348000.0,1,1,0,0,25,0,12,359,98,Diaria,1,0,0,65.9,,,2023-06-17
CLI-02344,Joven_prof,34,M,8509.0,1222.56,50000.0,348000.0,WhatsApp,Desktop,Penthouse,Equipetrol Sur,3,Alto,2,2,244,500,28000.0,50000.0,194900.0,348000.0,0,1,1,0,62,3,10,54,185,Mensual,0,1,0,100.0,,4.0,2024-04-02
CLI-02345,Familia,40,M,8615.0,1237.79,88000.0,612500.0,WhatsApp,Móvil,Casa,Warnes,6,Bajo,2,1,271,366,48000.0,88000.0,334100.0,612500.0,0,1,1,0,64,10,18,264,60,Mensual,0,1,1,100.0,488.0,4.0,2022-10-18
CLI-02346,Jubilado,66,F,2678.0,384.77,53000.0,368900.0,Referido,Móvil,Departamento,Los Pozos,3,Medio,2,3,222,452,29000.0,53000.0,201800.0,368900.0,0,0,0,0,65,9,9,250,32,Varias veces/semana,1,1,0,87.1,,3.0,2024-06-13
CLI-02347,Familia,38,M,8952.0,1286.21,89000.0,619400.0,Llamada telefónica,Desktop,Duplex,El Trompillo,2,Medio-Alto,1,1,195,547,49000.0,89000.0,341000.0,619400.0,0,0,0,1,2,15,5,161,14,Ocasional,1,1,0,60.2,,2.0,2023-07-05
CLI-02348,Inversor,56,M,24222.0,3480.17,210000.0,1461600.0,Instagram,Desktop,Terreno,Beni (zona norte),3,Medio-Alto,1,4,161,321,116000.0,210000.0,807400.0,1461600.0,0,1,1,0,15,0,8,59,160,Diaria,1,0,0,71.5,,,2022-07-12
CLI-02349,Familia,31,M,14211.0,2041.81,105000.0,730800.0,Referido,Móvil,Casa,Palermo,3,Medio,4,2,116,229,58000.0,105000.0,403700.0,730800.0,1,1,0,0,60,15,14,195,11,Ocasional,0,1,0,100.0,,4.0,2024-02-24
CLI-02350,Familia,45,M,13932.0,2001.72,70000.0,487200.0,Facebook,Móvil,Duplex,Equipetrol Sur,3,Alto,1,3,195,334,38000.0,70000.0,264500.0,487200.0,0,0,0,0,24,5,12,324,40,Ocasional,1,1,0,63.0,,2.0,2023-01-21
CLI-02351,Inversor,44,M,65970.0,9478.45,107000.0,744700.0,WhatsApp,Móvil,Casa,Av. Paurito,5,Medio-Bajo,1,4,148,495,59000.0,107000.0,410600.0,744700.0,1,0,0,1,6,9,9,180,90,Diaria,1,1,0,75.0,,3.0,2022-03-20
CLI-02352,Joven_prof,24,M,7904.0,1135.63,42000.0,292300.0,Facebook,Tablet,Penthouse,El Trompillo,2,Medio-Alto,4,2,181,518,23000.0,42000.0,160100.0,292300.0,0,1,0,1,33,2,16,343,175,Mensual,1,0,0,100.0,,2.0,2022-05-30
CLI-02353,Joven_prof,35,F,6052.0,869.54,54000.0,375800.0,Facebook,Móvil,Penthouse,Sur (Doble Vía La Guardia),4,Medio,4,4,103,253,30000.0,54000.0,208800.0,375800.0,0,1,0,0,69,12,18,212,139,Semanal,1,1,0,100.0,,2.0,2023-09-14
CLI-02354,Joven_prof,33,M,5815.0,835.49,12000.0,83500.0,Facebook,Tablet,Departamento,Hamacas,2,Alto-Medio,2,2,69,250,7000.0,12000.0,48700.0,83500.0,1,0,0,1,11,11,18,212,123,Diaria,0,1,0,100.0,,5.0,2023-09-08
CLI-02355,Inversor,39,M,34726.0,4989.37,57000.0,396700.0,WhatsApp,Desktop,Local Comercial,Av. Paurito,5,Medio-Bajo,1,3,195,424,31000.0,57000.0,215800.0,396700.0,1,0,0,0,51,6,4,272,8,Diaria,1,1,0,53.9,,3.0,2023-06-09
CLI-02356,Familia,32,F,9411.0,1352.16,28000.0,194900.0,Referido,Móvil,Casa,Norte (Radial 26),4,Medio-Alto,4,4,141,268,15000.0,28000.0,104400.0,194900.0,1,1,0,1,40,15,6,332,16,Diaria,1,1,0,81.8,,2.0,2022-03-18
CLI-02357,Jubilado,67,M,3898.0,560.06,64000.0,445400.0,Referido,Móvil,Casa,Urbarí,2,Alto,1,2,108,230,35000.0,64000.0,243600.0,445400.0,1,1,1,1,10,12,4,200,58,Mensual,1,1,0,66.4,,2.0,2024-01-25
CLI-02358,Familia,36,F,5877.0,844.4,74000.0,515000.0,Referido,Desktop,Casa,Equipetrol Norte,3,Alto,3,2,170,312,41000.0,74000.0,285400.0,515000.0,1,0,0,0,11,3,3,305,15,Mensual,1,0,0,25.0,,3.0,2024-01-23
CLI-02359,Familia,28,F,5570.0,800.29,108000.0,751700.0,Facebook,Desktop,Duplex,Las Palmas,2,Alto-Medio,4,1,133,452,59000.0,108000.0,410600.0,751700.0,1,1,0,1,44,13,15,289,87,Diaria,0,1,0,100.0,,1.0,2024-04-06
CLI-02360,Familia,38,M,16978.0,2439.37,67000.0,466300.0,Visita directa,Móvil,Duplex,Plan 3000,4,Bajo,4,2,109,316,37000.0,67000.0,257500.0,466300.0,1,0,0,1,8,9,10,315,62,Diaria,0,1,0,69.6,,2.0,2024-03-10
CLI-02361,Familia,41,M,15000.0,2155.17,77000.0,535900.0,WhatsApp,Desktop,Casa,Villa 1ro de Mayo,4,Bajo,2,3,105,305,42000.0,77000.0,292300.0,535900.0,1,1,0,1,52,12,3,284,79,Ocasional,1,1,0,91.7,,4.0,2022-04-15
CLI-02362,Inversor,42,F,37143.0,5336.64,96000.0,668200.0,Instagram,Móvil,Local Comercial,Beni (zona norte),3,Medio-Alto,2,3,292,667,53000.0,96000.0,368900.0,668200.0,0,1,0,1,54,15,11,210,192,Mensual,1,1,0,100.0,,4.0,2022-10-29
CLI-02363,Joven_prof,28,F,8431.0,1211.35,28000.0,194900.0,WhatsApp,Móvil,Departamento,Casco Viejo,1,Medio,1,4,240,569,15000.0,28000.0,104400.0,194900.0,1,0,1,1,26,6,14,37,47,Mensual,1,1,0,73.1,,5.0,2022-01-12
CLI-02364,Familia,42,F,16963.0,2437.21,117000.0,814300.0,Visita directa,Móvil,Duplex,Sur (Doble Vía La Guardia),4,Medio,2,2,244,631,64000.0,117000.0,445400.0,814300.0,1,0,0,0,45,6,14,64,15,Mensual,1,1,0,73.0,,2.0,2022-09-26
CLI-02365,Joven_prof,29,F,4868.0,699.43,34000.0,236600.0,Facebook,Móvil,Departamento,Equipetrol Norte,3,Alto,2,3,79,423,19000.0,34000.0,132200.0,236600.0,0,0,0,0,37,0,17,278,111,Ocasional,1,0,0,85.8,,,2023-07-22
CLI-02366,Jubilado,61,F,4264.0,612.64,71000.0,494200.0,Facebook,Desktop,Departamento,Villa 1ro de Mayo,4,Bajo,1,3,205,564,39000.0,71000.0,271400.0,494200.0,1,0,1,1,33,4,13,7,66,Varias veces/semana,1,1,0,74.3,,2.0,2022-04-02
CLI-02367,Jubilado,66,M,4841.0,695.55,53000.0,368900.0,Llamada telefónica,Móvil,Departamento,Casco Viejo,1,Medio,4,1,150,300,29000.0,53000.0,201800.0,368900.0,0,1,0,0,19,6,4,311,123,Semanal,1,1,0,72.4,,5.0,2023-11-21
CLI-02368,Empresa,34,M,89507.0,12860.2,342000.0,2380300.0,Llamada telefónica,Desktop,Terreno,Villa 1ro de Mayo,4,Bajo,3,1,89,231,188000.0,342000.0,1308500.0,2380300.0,1,0,0,1,10,1,19,65,187,Ocasional,1,1,0,100.0,,2.0,2024-02-18
CLI-02369,Inversor,38,M,77419.0,11123.42,46000.0,320200.0,Referido,Desktop,Casa,Norte (Radial 26),4,Medio-Alto,4,1,89,237,25000.0,46000.0,174000.0,320200.0,0,1,0,0,7,8,13,124,177,Ocasional,0,1,0,100.0,,5.0,2022-01-21
CLI-02370,Empresa,38,M,27767.0,3989.51,362000.0,2519500.0,Referido,Móvil,Oficina,Casco Viejo,1,Medio,2,3,161,343,199000.0,362000.0,1385000.0,2519500.0,1,1,0,0,37,1,16,146,55,Diaria,1,0,0,70.0,,1.0,2024-05-22
CLI-02371,Familia,40,M,7009.0,1007.04,72000.0,501100.0,Portal web,Desktop,Duplex,Villa 1ro de Mayo,4,Bajo,1,2,68,128,40000.0,72000.0,278400.0,501100.0,1,1,1,0,72,8,18,223,40,Diaria,1,1,0,100.0,,3.0,2022-11-04
CLI-02372,Familia,45,F,5117.0,735.2,63000.0,438500.0,Portal web,Móvil,Casa,Av. Cristo Redentor,3,Medio,3,1,56,339,35000.0,63000.0,243600.0,438500.0,1,0,0,0,32,11,20,111,142,Ocasional,0,1,1,100.0,576.0,5.0,2023-10-21
CLI-02373,Joven_prof,29,F,5417.0,778.3,18000.0,125300.0,Referido,Tablet,Penthouse,Plan 3000,4,Bajo,3,2,102,297,10000.0,18000.0,69600.0,125300.0,1,1,1,1,8,7,20,220,156,Ocasional,1,1,0,100.0,,2.0,2023-08-04
CLI-02374,Inversor,42,M,43902.0,6307.76,261000.0,1816600.0,Instagram,Móvil,Casa,Los Pozos,3,Medio,2,3,65,130,144000.0,261000.0,1002200.0,1816600.0,0,1,1,0,57,7,11,188,89,Mensual,1,1,0,98.2,,3.0,2023-02-27
CLI-02375,Inversor,52,M,57601.0,8276.01,73000.0,508100.0,Instagram,Desktop,Terreno,Beni (zona norte),3,Medio-Alto,2,3,45,251,40000.0,73000.0,278400.0,508100.0,0,0,1,1,15,1,8,93,56,Semanal,0,0,0,43.3,,1.0,2023-12-31
